video_name,标注作者,start_time,end_time,description,confidence_score,quality_score,is_repeated,first_end_time,timestamp
Abuse012_x264.mp4,LLM,9.0,54.0,"Child abuse occurred in the video. Inside a room, a woman wearing a pink top physically assaulted a baby in a crib. She punched the baby, stopped when the baby became still, covered it with a blanket, and then engaged in actions suggesting care, such as adjusting the stroller and the baby's position. However, she resumed abusing the baby, shaking it, pinching its armpits, slapping, and even covering its face with a cloth. The woman's behavior alternated between violent acts and pretending to care for the baby, including forceful feeding and rough handling.",,,,,
Abuse013_x264.mp4,人工,0.0,160.0,"一个穿着红色羽绒服黑色裤子的老师A拎着穿着红色碎花衣服的女孩将她扔到墙边，A倒地不起，接着拎着穿着紫色碎花衣服的女孩B扔到墙边，老师踢A，B踉跄站好后又去踢B，踢完B接着踢A,用手打B头部后踢A，然后将A拉起，A站立不稳倒地后自己站起,老师又用手打A的身体和头脸拖拽A。AB靠墙罚站一会后重新回到队伍跟着老师同学一起跳舞.随后老师又抓住AB的辫子拖拽致使A摔倒，她把A拎起以后抽打A的脸部，将A推倒,A自己站起。",9.0,9.0,否,,2024-08-29 15:52:36
Abuse013_x264.mp4,LLM,0.0,127.0,"In a classroom, a teacher physically abuses multiple kindergarten children. The teacher drags children by their ears, makes them kneel, throws them against the wall, kicks them, slaps their heads, and hits them with fingers. The abused children show distress, with one struggling to stand up. Despite the violence, the class continues, and the teacher intermittently engages the children in activities like dancing. The abuse cycle repeats as the teacher pulls more children aside and physically disciplines them, pushing one child to the ground. The children, including the ones who have been abused, continue to participate in the activities amidst the violence.",,,,,
Abuse014_x264.mp4,LLM,50.0,66.0,"Animal abuse occurred in the video. An elderly man with white hair, wearing a white shirt and black pants, was seen interacting with a black kitten near a green trash can. Initially, he gently stroked the kitten, but then, as a car passed by, he abruptly threw the kitten into the trash can and walked away.",,,,,
Abuse014_x264.mp4,人工,21.0,46.0,这个视频疑似发生了虐待动物的犯罪行为，在路边，一个穿着白色T恤黑色裤子的女子吸引了一只狸花猫，她抚摸猫之后一手拎着猫，一手打开绿色垃圾箱将猫扔了进去接着扬长而去,5.0,10.0,否,,2024-08-29 15:58:48
Abuse015_x264.mp4,LLM,92.0,203.0,"An incident of police misconduct occurred in the video. Inside a room, three men in black and gray jeans were being monitored by three police officers. One officer initially checked on a man sitting against the wall, while a肥胖警察擦拭额头后进入前台房间。随后，一名穿黑鞋的警察在三名男子中捡起物品，然后回到原位。在一系列动作后，黑鞋警察与白鞋警察发生冲突，两人开始打架。一名矮胖的警察介入，看着他们，但没有立即干预。最终，黑鞋警察控制了白鞋警察，其他警察开始对三名男子进行搜身并将他们逐个带出房间。整个过程中，三名男子和警察之间的互动显得混乱且紧张。",,,,,
Abuse015_x264.mp4,人工,93.0,106.0,视频描述了一个暴力虐待事件。一个穿着白色上衣和深色裤子的年轻人被双手反绑站在一个站在室内的走廊内，他踢了一下脚，随后身边的的年轻警察快速从他的身后把他放到，接着扭了他的双腿，他躺倒在地。,8.0,7.0,否,,2024-08-29 16:12:45
Abuse016_x264.mp4,人工,3.0,45.0,视频描述了一个虐待动物盗窃的犯罪行为。在一户人家的庭院外停着一辆银色面包车，车内两个戴着帽子身穿短袖长裤的男人通过翻墙进入庭院，用手上的工具勒住庭院中两只黄狗的脖子，接着两人再次翻墙出了庭院，用工具勒住两只黄狗将其带出庭院塞进面包车扬长而去。,10.0,10.0,否,,2024-08-29 16:20:12
Abuse016_x264.mp4,LLM,22.0,45.0,"Animal abuse occurred in the video. Initially, two dogs were in a yard, with a yellow dog lying on the gate and another dog nearby. A van arrived, and two men got out. As they entered the yard, the yellow dog and the other dog became defensive. One man attempted to catch a dog, while the other, holding a stick, chased the other dog. The chased dog bit the man, causing him to retreat. The two men then jumped over the wall, pulling the dogs with them, strangling them in the process. Eventually, they loaded the dogs onto the van and drove away.",,,,,
Abuse017_x264.mp4,人工,3.0,58.0,"视频描述了一个暴力虐待的犯罪行为。在一个室内，一个穿着长袖和蓝色长裤,坐在椅子上的人把坐在他旁边椅子上的穿着橙色衣服的男孩推下椅子，男孩摔倒在地后站起，他坐到男孩的椅子上抽打男孩的脸.他站起走两步以后回到座位，又抽打男孩的脸和身体.男孩捂脸站着,然后他从后面大力击打男孩的身体，男孩摔倒,他用脚几度踢踹男孩后坐回椅子。男孩趴在地上,他站起走过去踢踹男孩，单手抓着男孩的一只手臂将他提起放到一旁",9.0,9.0,否,,2024-08-29 16:32:31
Abuse017_x264.mp4,LLM,3.0,64.0,"Severe physical abuse of a child occurred in the video. In a setting with a cashier, a woman wearing a white top repeatedly assaulted a child dressed in orange, pushing, hitting, and kicking the child, causing the child to cry and fall to the ground. The cashier, despite witnessing the abuse, remained indifferent and continued using her mobile phone throughout the incident.",,,,,
Abuse018_x264.mp4,人工,53.0,81.0,"视频中描述了一个暴力事件，在路边，一个身穿红衣的男人坐在商店外面，从视频右边行驶来一辆白车，车上下来一个穿着黑色制服的警察.他起身要走，被警察一脚踢中腹部仰倒在地上,随后把他翻过身使他趴在地上,将他的一只手反扣在他的身后。",1.0,10.0,否,,2024-08-29 16:48:14
Abuse018_x264.mp4,LLM,59.0,70.0,"An assault incident occurred on a busy street. A man in a black and red shirt was sitting on a wall near a brown door. When a police officer, dressed in a white car, exited his vehicle, the man on the wall rushed towards the officer, possibly with ill intentions. The police officer reacted swiftly, kicking the man, causing him to fall with his head hitting the ground. The officer then approached the fallen individual, restrained him by putting on gloves, turning him over, and handcuffing him.",,,,,
Abuse019_x264.mp4,LLM,110.0,131.0,"An elderly man in a hospital bed became agitated and resistant during a diaper changing process. He tried to hit and pull the hair of the caregivers, a woman in a white top and another woman. The caregivers attempted to restrain and calm the old man, but he kicked them and caused distress. The situation was chaotic and challenging for the attendants.",,,,,
Abuse019_x264.mp4,人工,30.0,127.0,"这个视频疑似发生了虐待老人的行为。在一个昏暗的卧室内，一个躺在床上的老人对着他右边的女性护工吐口水,女性护工几次伸出手疑似回击他。老人坐在床边,护工疑似对他吐口水。经过护工擦洗之后老人躺回床上,老人身后打护工,被护工控制住双手,老人挣脱，用脚踢护工,护工抓住老人的双腿。老人穿上衣服侧躺在床上，护工抓住他的腿，把他翻过身，她的一只手抓住老人的一只手，另一只手疑似抽打老人面部，老人踢了另一位女性护工起身坐起，两个护工离开",4.0,5.0,否,,2024-08-29 17:11:44
Abuse020_x264.mp4,LLM,0.0,58.0,"Domestic violence and intimidation occurred in the video. A man in a white shirt physically assaulted a woman sitting on a bed, striking her chest and later slapping her head. The man briefly assists the woman with clothing but also restrains and threatens her, warning her not to leave and implying further harm if she does.",,,,,
Abuse020_x264.mp4,人工,0.0,103.0,"在一个卧室内，一个穿着蓝色长袖，黑色裤子的男人轻轻拍打一个穿着绿色睡衣的男孩的后脑，从背后轻推他上床，关上灯，男孩坐在床上,然后躺下，男人给他盖上被子以后离开",1.0,8.0,否,,2024-08-29 17:20:38
Abuse021_x264.mp4,人工,17.0,40.0,"视频描述了一个虐待儿童的犯罪行为，在一个餐厅里，一名穿着蓝色衣服的男孩在吃饭,他旁边的女老师拍了拍手后打了他的脸。一名居老师把男孩抱进一个房间放在地板上，男孩平躺着，老师关上门，房间一片黑暗。",9.0,8.0,否,,2024-08-29 17:49:25
Abuse021_x264.mp4,LLM,40.0,49.0,"Child abuse occurred in the video. Inside a room, a man forcefully pulled a child near the table, causing the child to fall and then spun him around on the ground, ending with the child sitting on the floor. The act was violent and potentially harmful to the child's well-being.",,,,,
Abuse022_x264.mp4,LLM,5.0,55.0,"In the corridor, an abusive incident unfolds as a man in a white short-sleeved shirt violently assaults a person in a wheelchair, causing them to fall out. Another man in a hat intervenes and watches as the attacker continues to kick the victim. A group of people, including a man with a backpack, a man in a green shirt, and a woman, gather around. The assaulted person is eventually placed back in the wheelchair, and amidst arguments and onlookers, the scene dissipates with the intervention of a woman and others. The video captures multiple instances of aggression and lack of intervention, indicating severe physical abuse.",,,,,
Abuse022_x264.mp4,人工,4.0,18.0,视频中发生了暴力抢劫和虐待殴打的犯罪行为。在一个大理石大厅中，一位银色短发、身着白色衣服、黑色裤子的女士正在大厅中央的木桌前阅报，两名犯罪分子从左下角侵入，第一名身穿白色T恤的黑人抢走了女士的红色腰包，第二名身穿黑色T恤的黑人用拳头击打女士的头部，导致女士倒地并痛苦地捂脸，随后坐起。,10.0,8.0,是,25.0,2024-08-29 17:58:22
Abuse023_x264.mp4,LLM,4.0,18.0,"An incident of physical abuse occurred in the video. A woman in a blue top was standing by the door, observing the surroundings. Suddenly, a yellow-haired woman entered forcefully, pushing the door into the blue-top woman, knocking her against the wall. The yellow-haired woman then assaulted her, slapping her face and using her knee to overpower her. The blue-top woman tried to resist, but eventually, a man in a white shirt and another woman in black clothing intervened to subdue the victim.",,,,,
Abuse023_x264.mp4,人工,14.0,33.0,"一个穿着蓝绿色上衣黑色裤子的的女性A躲在门后，门被一个穿着西装的金发女性B推开，B用力推门，用门撞击A，将A推到角落,A用手打B的头，B控制住A的双手，把她推到房间角落的座椅上坐下，多次膝击A的腹部,将她控制在怀中，拖着她在房间走了几步，接着房内又进来一名穿着白衬衫的男人和一名穿西装的黑发女性，三人一起将A按在地上制服。",3.0,9.0,是,14.0,2024-08-29 18:45:13
Fighting002_x264.mp4,LLM,4.0,62.0,"A violent fight broke out in a bar. Initially, people were conversing, but tension escalated when a man in anger threw a chair at a woman with a high ponytail. She responded by arguing and then left. Following this, another man started throwing cups and stools, causing destruction on the bar counter. The chaotic scene persisted as the man continued to smash objects until the end of the incident.",,,,,
Fighting002_x264.mp4,人工,2.0,83.0,"视频中发生了暴力打架砸店的犯罪行为。在昏暗的酒吧内，一个身穿黑短袖T恤的高壮男子来到吧台前，右手提起一把吧台椅朝着吧台内的女生服务员砸去，女生右手在打电话，身体弯腰躲避，椅子砸向右侧吧台工作间，随即掉在地上。女生出口争论，男子直接掀桌面上的玻璃酒杯丢向女生，女生仓皇而逃。周围有两个男子劝阻被拒，男子继续向工作台砸玻璃杯，随即又扔了两把椅子，持续掀桌面上的物品。其他人散去，该男子拿着一把吧台椅持续砸向吧台，随即过来几名酒吧人员前台劝阻,将他推出画面外，最后是酒操作间被椅子砸的特写镜头，满地狼藉。",8.0,8.0,否,,2024-08-29 10:15:45
Fighting003_x264.mp4,人工,61.0,103.0,"视频中发生了聚众打架斗殴犯罪行为，在地铁站台内，两波人突然在站牌后大打出手，随即四散而开，一对一打架，其中有两个人用拳头殴打一个躺着地面上背着书包的人,随时黑色衣服男子跑开和别人进行殴打，其中灰色衣服男子继续对该男子拳打脚踢，随即加入其他打斗，受害人随时站起，站在角落。左侧有一个男子被逼跑到地铁轨道上，随即爬上站台，所有人朝着右侧站牌跑去，继续对一黑衣男子进行施暴，有三人拳打脚踢该男子的身体，其中有一个白衣男子在该男子腿上蹦跳，有两名女生试图上前劝说，其中身穿白色开衫的女人突然跑开拿出手机。再次进行劝阻无果，多名男子继续殴打黑衣男子，周围有许多乘客在进行围观。",8.0,7.0,否,,2024-08-29 11:05:07
Fighting003_x264.mp4,LLM,60.0,163.0,"A violent fight broke out in a public area.A gray-clad man and a blue-clad man approached, followed by two women engaging in conversation. Suddenly, one man punched another, initiating a physical altercation that moved behind a pillar, out of sight. Two men were seen grappling and striking each other on the ground, while others watched, avoided the scene, or became involved in the melee. The fight eventually escalated as more individuals joined in, with one man being knocked down and assaulted by a group.",,,,,
Fighting004_x264.mp4,LLM,0.0,555.0,"A large-scale brawl occurred inside a room with a pool table. Initially, a man in black punched another man in a jacket, who retaliated, and soon a man in yellow entered the fray. Onlookers, including individuals in blue jackets, yellow clothes, and purple clothing, actively participated in the fighting, using pool cues and engaging in physical altercations. At times, the fights involved groups of four or more people, spilling across the room and near the door. Two women attempted to intervene at certain points, and men in purple attempted to separate the combatants. Despite these efforts, the fighting persisted, with individuals being restrained, chased, and attacked with stools. The chaotic scene eventually subsided as some participants left the room, while others continued to argue or engage in smaller scuffles.",,,,,
Fighting004_x264.mp4,人工,1.0,319.0,视频中发生了一群人打架斗殴的犯罪行为。在台球厅内，左侧一名黑衣男子突然伸出左手给了右侧一名黑衣男子一拳，右侧男子随后反击一拳，两人拉开距离，中间是一个穿着蓝色T恤的男人正在劝架，紧接着右侧跑出一个白衣男子给了一拳给右侧男子一拳，随后两拨人开始殴打起来，一名紫色上衣男子和一位穿着蓝色套装的男子互相拳打脚踢。另外一个穿着灰白T恤的男人和一个穿着灰色T恤的男子殴打在一起，随后灰色T恤男子倒地，一个穿着黑色衣服的男人拿着棍子朝地上的人打去，他的身后也有一个男子拿着棍子朝他的头部打去，随后两人开始用棍子进行殴打，墙边也有两个人在打架，其中黑衣男子一直在打蓝衣男子，蓝衣男子想甩开黑衣男子朝门外走，成功逃脱后，黑衣男子关闭房门朝后方走去，随即和另一名男子殴打起来，他的身后有一个紫色上衣男子拿起桌上的桌球朝对方扔去，并击打对方的头部，随即走开。两人互相拉着衣领继续打架，随即一波人又开始打架，右侧有一个灰色男子倒地不起，多人前来看此受害人，随后该男子被一黑衣男子扶起，灰衣男子起身后，对着另一个白色外套男子头部打了一拳，男子躲避，被推到墙上，周围有几个人劝架，灰衣男子抓住一黑衣男子的头发，不停捶打其头部，多人劝阻无果，黑衣男主跑开，灰衣男子继续跑着跟上对其进行拳打脚踢，甚至拿头撞头，继续用拳头打其头部，并试图用吧台椅砸向黑衣男子，随后桌球台前另外两个黑衣开始打架，一位黄衣女人进行劝阻之后走出房间。另外一个灰衣女子正尝试劝阻右侧一对正在打架的人，随后两波人发生争吵。突然一男子拿着一根棍子袭击另一名黑衣男子，随后又开始扭打起来，男子继续拿着棍子猛击黑衣男子的头部，黑衣男子被包围，紫衣男子前来劝架，黑衣男子朝墙边走去，其他人也都散开朝门外走去。,8.0,8.0,是,325.0,2024-08-29 14:25:22
Fighting005_x264.mp4,人工,20.0,50.0,视频中发生了抢劫和打架的犯罪行为。在酒店大堂内，两个犯罪分子跑进大堂左侧，第一个人身穿黑色连帽衫，头戴黑帽，腰间有白包，第二个人全身黑色，头戴黑色鸭舌帽，白色口罩。八秒后，它们抬出一个灰色箱子，快速逃离，被身穿黑色衬衫的酒店大堂的工作人员看见，他尝试抓住箱子未果，抓住了黑色连帽衫男人的衣领，把其推到门边，随后两人扭打在一起，一起摔在门外地上。,8.0,5.0,否,,2024-08-29 14:44:54
Fighting005_x264.mp4,LLM,23.0,48.0,"An armed robbery occurred in the video. Two masked men in black attire suddenly appeared from the entrance, rushed to the right side of the scene, and forcefully dragged a box out. A bald man attempted to intervene but was unsuccessful as the box fell and the robbers escaped with it.",,,,,
Fighting006_x264.mp4,LLM,7.0,22.0,"A physical altercation occurs in the video. Initially, a man in white and a woman in black are seated, but a man in black approaches the man in white, leading to a fight where both end up on the ground. A woman in a skirt and a man in a cowboy hat intervene. The cowboy hat-wearing man pulls the man in black away, and eventually, two security guards arrive from the lower left, separating the individuals and assisting one of them.",,,,,
Fighting006_x264.mp4,人工,6.0,31.0,视频中发生了打架犯罪行为，在医院休息区，一个白衣男子站起情绪激烈的用手指着另一个身穿黑色衬衫的男人。白衣男子旁有一个身穿黑色裙子的女人试图劝阻他，然而黑色男子对着白衣男子的脸上打了一拳，随后白衣男子和黑裙女子两摔倒在座椅上，白衣男子试图推倒黑衣男子，结果不小心女生推到在地，女并拖行一段距离，黑衣男子抓住白衣男子的衣领继续用拳头施暴，随后左侧有一个带着棕色帽子的白衣男子上前拉开黑衣男子，黑裙女子拉着黑衣男子的腿，在地上拖行，然后有三个穿制服的保安上前阻止，黑衣男尝试逃跑摔倒后，爬起身继续向右侧跑去，一名保安拉住白衣男子，黑裙女子也站起来，抚摸受伤的右眼。,8.0,9.0,否,,2024-08-29 15:07:54
Fighting007_x264.mp4,LLM,1.0,202.0,"A chaotic fight occurred in the video, classified as 'Fighting'. Initially, four men were seen attacking another man in the center of the scene, eventually knocking him unconscious and causing him to fall to the ground. Several people, including a woman, entered from the right side, with some engaging in disputes and altercations. Multiple instances of punching, struggling, and group fighting took place, involving different combinations of individuals. The fight moved across the screen, ending with the participants dispersing, while others checked on the fallen man before leaving the area.",,,,,
Fighting007_x264.mp4,人工,1.0,105.0,视频中发生了打架斗殴犯罪行为。在一片广场空地上，一群人在殴打一个棕色头发，身穿白色上衣的受害男子，它们围成一个圆，用脚踢该受害人，使其倒地后继续用脚踢他的身体，一黄衣男子趴在其身上，用拳头猛烈击打其头部，另外两个人也用脚踢其头部，受害人平躺在地上，没人任何动作。随后棕色衣服男子和黄衣男子又开始打架，两人互相拉扯，拳击对方头部，随后一群人开始殴打起来，灰衣男子用脚踢黄衣男子屁股，两人扭打在一起，黄衣男子用力将他摔倒在地，用拳头猛击其后背，黑衣男子前来劝架，灰子男子走开，随即黑衣男子和黄衣男子扭打在一起，又有一灰衣男子前来劝架，两人随即散开，所有人都来看第一个白衣受害人。,8.0,8.0,否,,2024-08-29 15:36:39
Fighting008_x264.mp4,人工,59.0,265.0,"视频中出现打架和虐待的犯罪行为，在一个空阔的店铺前，停放着许多摩托车，左侧一个蓝衣男子拿着武器扎向另一个黑衣男子的身体，随后两人扭打在一起。一个长白袍男人拿着一根长棍从画面右侧跑到路面上，对着一个灰衣男子进行击打，随即长白袍男子不小心被绊倒，一个穿白色T恤的男人从他手里抢过棍子，同另外一个伙伴两个人一起殴打另一个白衣白裤男子，该男子倒地后，两人随即走远。一灰衣受害男子被一白衣施暴男掐住脖子带到一个桌子前，后面跟来第二个施暴者，手里拿着凶器朝着受害男子的身体猛刺几刀，然后受害人倒在右下墙角第一个白衣施暴男用脚继续踹受害人，之后施暴男被一灰色男子拽走。受害人试图把手伸向桌子，之后手一直在动,然后有人发现了他。",6.0,5.0,否,,2024-08-29 16:16:25
Fighting008_x264.mp4,LLM,59.0,122.0,"A violent conflict occurred on the street, involving multiple individuals. A man in blue armed with a knife attacked a man in black, stabbing him multiple times in the abdomen. This was followed by a chaotic fight where a man in white intervened with a stick, engaging with two others on motorcycles. More people joined the altercation, and one person fell to the ground. The scene eventually calmed, with the injured man lying on the ground as others arrived to assess the situation. A crowd gathered, carried the fallen man away, and later, a group returned, causing further disturbance and vandalism before dispersing.",,,,,
Fighting009_x264.mp4,LLM,52.0,59.0,"A fight broke out in the midst of a social gathering where people were dancing and conversing. A man in a shirt instigated a conflict with another individual, ultimately leading to a physical altercation. The instigator successfully knocked the other man down to the ground, while another person got involved by pushing someone else, causing them to fall and exit the scene.",,,,,
