video_name,标注作者,start_time,end_time,description,confidence_score,quality_score,is_repeated,first_end_time,timestamp
Abuse020_x264.mp4,人工,0.0,103.0,"在一个卧室内，一个穿着蓝色长袖，黑色裤子的男人轻轻拍打一个穿着绿色睡衣的男孩的后脑，从背后轻推他上床，关上灯，男孩坐在床上,然后躺下，男人给他盖上被子以后离开",1.0,8.0,否,,2024-08-29 17:20:38
Abuse021_x264.mp4,人工,17.0,40.0,"视频描述了一个虐待儿童的犯罪行为，在一个餐厅里，一名穿着蓝色衣服的男孩在吃饭,他旁边的女老师拍了拍手后打了他的脸。一名居老师把男孩抱进一个房间放在地板上，男孩平躺着，老师关上门，房间一片黑暗。",9.0,8.0,否,,2024-08-29 17:49:25
Abuse021_x264.mp4,LLM,40.0,49.0,视频中发生了对儿童的虐待行为。在一个房间里，一个男人强行拉着一个孩子靠近桌子，导致孩子摔倒，然后在地上把他转了个圈，最后孩子坐在地板上。这种行为是暴力的，有潜在危害儿童健康的可能性。,,,,,
Abuse022_x264.mp4,LLM,5.0,55.0,在走廊里，一起虐待事件正在上演。一名穿着白色短袖衬衫的男子猛烈袭击一个坐在轮椅上的人，导致对方摔倒。另一名戴着帽子的男子出手阻止，并目睹着攻击者继续踢打受害者。一群人围拢过来，包括一个背着背包的男子、一个穿绿色衬衫的男子和一名女性。被攻击的人最终被放回轮椅上，伴随着争吵和旁观者，随着一名女性和其他人的干预，这一场面也随之散去。视频中记录了多起攻击行为和缺乏干预的情况，显示出恶劣的身体虐待事件。,,,,,
Abuse022_x264.mp4,人工,4.0,18.0,视频中发生了暴力抢劫和虐待殴打的犯罪行为。在一个大理石大厅中，一位银色短发、身着白色衣服、黑色裤子的女士正在大厅中央的木桌前阅报，两名犯罪分子从左下角侵入，第一名身穿白色T恤的黑人抢走了女士的红色腰包，第二名身穿黑色T恤的黑人用拳头击打女士的头部，导致女士倒地并痛苦地捂脸，随后坐起。,10.0,8.0,是,25.0,2024-08-29 17:58:22
Abuse023_x264.mp4,LLM,4.0,18.0,视频中发生了一起身体虐待事件。一个穿着蓝色上衣的女人站在门旁观察周围。突然，一名黄发女子强行进入，将门推向穿蓝衣服的女人，将她撞到墙上。黄发女子随后袭击她，扇她脸，并用膝盖压制她。穿蓝衣服的女人试图反抗，但最终，一个穿白衬衫的男子和另一名穿黑衣服的女人介入，制服了受害者。,,,,,
Abuse023_x264.mp4,人工,14.0,33.0,"一个穿着蓝绿色上衣黑色裤子的的女性A躲在门后，门被一个穿着西装的金发女性B推开，B用力推门，用门撞击A，将A推到角落,A用手打B的头，B控制住A的双手，把她推到房间角落的座椅上坐下，多次膝击A的腹部,将她控制在怀中，拖着她在房间走了几步，接着房内又进来一名穿着白衬衫的男人和一名穿西装的黑发女性，三人一起将A按在地上制服。",3.0,9.0,是,14.0,2024-08-29 18:45:13
Fighting002_x264.mp4,LLM,4.0,62.0,在一家酒吧爆发了一场激烈的斗殴。最初，人们正在交谈，但当一名愤怒的男子朝一个高马尾女子扔椅子时，紧张局势升级。她开始争吵后就离开了。接着，另一名男子开始扔杯子和凳子，在吧台造成了破坏。混乱的场面持续不断，这名男子继续摧毁物品，直到事件结束。,,,,,
Fighting002_x264.mp4,人工,2.0,83.0,"视频中发生了暴力打架砸店的犯罪行为。在昏暗的酒吧内，一个身穿黑短袖T恤的高壮男子来到吧台前，右手提起一把吧台椅朝着吧台内的女生服务员砸去，女生右手在打电话，身体弯腰躲避，椅子砸向右侧吧台工作间，随即掉在地上。女生出口争论，男子直接掀桌面上的玻璃酒杯丢向女生，女生仓皇而逃。周围有两个男子劝阻被拒，男子继续向工作台砸玻璃杯，随即又扔了两把椅子，持续掀桌面上的物品。其他人散去，该男子拿着一把吧台椅持续砸向吧台，随即过来几名酒吧人员前台劝阻,将他推出画面外，最后是酒操作间被椅子砸的特写镜头，满地狼藉。",8.0,8.0,否,,2024-08-29 10:15:45
Fighting003_x264.mp4,人工,61.0,103.0,"视频中发生了聚众打架斗殴犯罪行为，在地铁站台内，两波人突然在站牌后大打出手，随即四散而开，一对一打架，其中有两个人用拳头殴打一个躺着地面上背着书包的人,随时黑色衣服男子跑开和别人进行殴打，其中灰色衣服男子继续对该男子拳打脚踢，随即加入其他打斗，受害人随时站起，站在角落。左侧有一个男子被逼跑到地铁轨道上，随即爬上站台，所有人朝着右侧站牌跑去，继续对一黑衣男子进行施暴，有三人拳打脚踢该男子的身体，其中有一个白衣男子在该男子腿上蹦跳，有两名女生试图上前劝说，其中身穿白色开衫的女人突然跑开拿出手机。再次进行劝阻无果，多名男子继续殴打黑衣男子，周围有许多乘客在进行围观。",8.0,7.0,否,,2024-08-29 11:05:07
Fighting003_x264.mp4,LLM,60.0,163.0,在公共区域爆发了一场激烈的斗殴。一名穿灰衣服的男子和一名穿蓝衣服的男子走了过来，后面跟着两名正在交谈的女性。突然间，一个男子打了另一个男子一拳，引发了一场实体冲突，之后移至柱子后，看不见。两名男子被看到在地上扭打互殴，其他人则旁观、躲避或加入混战。随着更多人加入，斗殴逐渐升级，一名男子被一群人推倒并遭到围攻。,,,,,
Fighting004_x264.mp4,LLM,0.0,555.0,在一个有台球桌的房间内发生了一场大规模的斗殴。最初，一个穿黑衣的男子打了另一个穿夹克的男子，后者进行了回击，然后一个穿黄衣的男子加入了战斗。围观者包括身穿蓝色夹克、黄色衣服和紫色衣物的人积极参与打斗，使用台球杆，并进行肢体冲突。有时，打斗涉及四人或更多人组成的团体，在房间里和门口附近蔓延。两名女性在某些时候试图干预，而穿紫色衣服的男子试图分开争斗双方。尽管有这些努力，打斗仍在继续，人们被制止、追赶，并用凳子袭击。混乱的场面最终在一些参与者离开房间的情况下平息，而其他人则继续争论或参与较小的争吵。,,,,,
Fighting004_x264.mp4,人工,1.0,319.0,视频中发生了一群人打架斗殴的犯罪行为。在台球厅内，左侧一名黑衣男子突然伸出左手给了右侧一名黑衣男子一拳，右侧男子随后反击一拳，两人拉开距离，中间是一个穿着蓝色T恤的男人正在劝架，紧接着右侧跑出一个白衣男子给了一拳给右侧男子一拳，随后两拨人开始殴打起来，一名紫色上衣男子和一位穿着蓝色套装的男子互相拳打脚踢。另外一个穿着灰白T恤的男人和一个穿着灰色T恤的男子殴打在一起，随后灰色T恤男子倒地，一个穿着黑色衣服的男人拿着棍子朝地上的人打去，他的身后也有一个男子拿着棍子朝他的头部打去，随后两人开始用棍子进行殴打，墙边也有两个人在打架，其中黑衣男子一直在打蓝衣男子，蓝衣男子想甩开黑衣男子朝门外走，成功逃脱后，黑衣男子关闭房门朝后方走去，随即和另一名男子殴打起来，他的身后有一个紫色上衣男子拿起桌上的桌球朝对方扔去，并击打对方的头部，随即走开。两人互相拉着衣领继续打架，随即一波人又开始打架，右侧有一个灰色男子倒地不起，多人前来看此受害人，随后该男子被一黑衣男子扶起，灰衣男子起身后，对着另一个白色外套男子头部打了一拳，男子躲避，被推到墙上，周围有几个人劝架，灰衣男子抓住一黑衣男子的头发，不停捶打其头部，多人劝阻无果，黑衣男主跑开，灰衣男子继续跑着跟上对其进行拳打脚踢，甚至拿头撞头，继续用拳头打其头部，并试图用吧台椅砸向黑衣男子，随后桌球台前另外两个黑衣开始打架，一位黄衣女人进行劝阻之后走出房间。另外一个灰衣女子正尝试劝阻右侧一对正在打架的人，随后两波人发生争吵。突然一男子拿着一根棍子袭击另一名黑衣男子，随后又开始扭打起来，男子继续拿着棍子猛击黑衣男子的头部，黑衣男子被包围，紫衣男子前来劝架，黑衣男子朝墙边走去，其他人也都散开朝门外走去。,8.0,8.0,是,325.0,2024-08-29 14:25:22
Fighting005_x264.mp4,人工,20.0,50.0,视频中发生了抢劫和打架的犯罪行为。在酒店大堂内，两个犯罪分子跑进大堂左侧，第一个人身穿黑色连帽衫，头戴黑帽，腰间有白包，第二个人全身黑色，头戴黑色鸭舌帽，白色口罩。八秒后，它们抬出一个灰色箱子，快速逃离，被身穿黑色衬衫的酒店大堂的工作人员看见，他尝试抓住箱子未果，抓住了黑色连帽衫男人的衣领，把其推到门边，随后两人扭打在一起，一起摔在门外地上。,8.0,5.0,否,,2024-08-29 14:44:54
Fighting005_x264.mp4,LLM,23.0,48.0,视频中发生了一起抢劫案。两名戴着面具的男子穿着黑色服装突然从入口处出现，冲到场景的右侧，强行拖出了一个箱子。一个秃头男子试图干预，但未成功，因为箱子掉落了，抢劫犯带着它逃跑了。,,,,,
Fighting006_x264.mp4,LLM,7.0,22.0,视频中发生了一场肢体冲突。起初，一名穿白衣的男子和一名穿黑衣的女子坐着，但一名穿黑衣的男子走向穿白衣的男子，导致双方发生争斗并最终倒在地上。一名穿裙子的女子和一名戴牛仔帽的男子介入。戴牛仔帽的男子将穿黑衣的男子拉开，最终，两名安保人员从左下方赶到，将人们分开并协助其中一人。,,,,,
Fighting006_x264.mp4,人工,6.0,31.0,视频中发生了打架犯罪行为，在医院休息区，一个白衣男子站起情绪激烈的用手指着另一个身穿黑色衬衫的男人。白衣男子旁有一个身穿黑色裙子的女人试图劝阻他，然而黑色男子对着白衣男子的脸上打了一拳，随后白衣男子和黑裙女子两摔倒在座椅上，白衣男子试图推倒黑衣男子，结果不小心女生推到在地，女并拖行一段距离，黑衣男子抓住白衣男子的衣领继续用拳头施暴，随后左侧有一个带着棕色帽子的白衣男子上前拉开黑衣男子，黑裙女子拉着黑衣男子的腿，在地上拖行，然后有三个穿制服的保安上前阻止，黑衣男尝试逃跑摔倒后，爬起身继续向右侧跑去，一名保安拉住白衣男子，黑裙女子也站起来，抚摸受伤的右眼。,8.0,9.0,否,,2024-08-29 15:07:54
Fighting007_x264.mp4,LLM,1.0,202.0,视频中发生了一场混乱的打斗，被分类为“斗殴”。一开始，可以看到四名男子在场景中央攻击另一名男子，最终使他失去知觉倒在地上。几个人，包括一名女性，从右侧进入，其中一些人发生争执和打架。有多起打击、搏斗和群体斗殴事件发生，涉及不同组合的个体。打斗在屏幕上移动，最终参与者们四散开来，其他人在离开这个区域之前检查倒地的男子。,,,,,
Fighting007_x264.mp4,人工,1.0,105.0,视频中发生了打架斗殴犯罪行为。在一片广场空地上，一群人在殴打一个棕色头发，身穿白色上衣的受害男子，它们围成一个圆，用脚踢该受害人，使其倒地后继续用脚踢他的身体，一黄衣男子趴在其身上，用拳头猛烈击打其头部，另外两个人也用脚踢其头部，受害人平躺在地上，没人任何动作。随后棕色衣服男子和黄衣男子又开始打架，两人互相拉扯，拳击对方头部，随后一群人开始殴打起来，灰衣男子用脚踢黄衣男子屁股，两人扭打在一起，黄衣男子用力将他摔倒在地，用拳头猛击其后背，黑衣男子前来劝架，灰子男子走开，随即黑衣男子和黄衣男子扭打在一起，又有一灰衣男子前来劝架，两人随即散开，所有人都来看第一个白衣受害人。,8.0,8.0,否,,2024-08-29 15:36:39
